time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-03-25T00:00Z,57,73,306,320
2023-03-25T00:30Z,57,73,284,292
2023-03-25T01:00Z,57,71,337,327
2023-03-25T01:30Z,56,71,330,329
2023-03-25T02:00Z,59,71,304,298
2023-03-25T02:30Z,59,67,287,287
2023-03-25T03:00Z,58,68,281,293
2023-03-25T03:30Z,57,66,295,302
2023-03-25T04:00Z,58,67,321,328
2023-03-25T04:30Z,58,70,304,319
2023-03-25T05:00Z,58,70,315,318
2023-03-25T05:30Z,58,71,286,278
2023-03-25T06:00Z,56,70,283,285
2023-03-25T06:30Z,56,68,296,308
2023-03-25T07:00Z,56,67,335,322
2023-03-25T07:30Z,56,65,305,303
2023-03-25T08:00Z,53,58,262,276
2023-03-25T08:30Z,53,57,321,321
2023-03-25T09:00Z,50,54,312,321
2023-03-25T09:30Z,47,53,276,287
2023-03-25T10:00Z,52,51,313,316
2023-03-25T10:30Z,51,44,289,286
2023-03-25T11:00Z,50,44,315,324
2023-03-25T11:30Z,51,46,276,279
2023-03-25T12:00Z,56,35,300,296
2023-03-25T12:30Z,55,50,313,327
2023-03-25T13:00Z,53,56,296,283
2023-03-25T13:30Z,58,52,284,297
2023-03-25T14:00Z,63,56,291,291
2023-03-25T14:30Z,70,55,272,272
2023-03-25T15:00Z,89,70,286,273
2023-03-25T15:30Z,106,79,301,300
2023-03-25T16:00Z,121,106,280,284
2023-03-25T16:30Z,150,127,329,330
2023-03-25T17:00Z,165,134,295,292
2023-03-25T17:30Z,178,161,285,272
2023-03-25T18:00Z,186,177,317,326
2023-03-25T18:30Z,189,187,304,320
2023-03-25T19:00Z,188,189,317,309
2023-03-25T19:30Z,187,185,312,317
2023-03-25T20:00Z,185,199,284,278
2023-03-25T20:30Z,189,180,290,287
2023-03-25T21:00Z,190,186,328,320
2023-03-25T21:30Z,190,191,319,312
2023-03-25T22:00Z,177,187,273,278
2023-03-25T22:30Z,171,184,297,312
2023-03-25T23:00Z,164,176,298,297
2023-03-25T23:30Z,160,172,278,270
