time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-05-20T00:00Z,129,133,312,324
2023-05-20T00:30Z,134,145,287,297
2023-05-20T01:00Z,129,146,270,275
2023-05-20T01:30Z,126,139,317,311
2023-05-20T02:00Z,122,138,316,321
2023-05-20T02:30Z,122,136,301,289
2023-05-20T03:00Z,120,141,302,291
2023-05-20T03:30Z,115,150,283,274
2023-05-20T04:00Z,115,149,295,303
2023-05-20T04:30Z,118,124,327,323
2023-05-20T05:00Z,121,129,322,321
2023-05-20T05:30Z,125,130,301,313
2023-05-20T06:00Z,116,129,319,326
2023-05-20T06:30Z,100,131,309,308
2023-05-20T07:00Z,89,130,318,318
2023-05-20T07:30Z,87,105,291,301
2023-05-20T08:00Z,78,101,289,277
2023-05-20T08:30Z,71,112,272,282
2023-05-20T09:00Z,66,105,282,278
2023-05-20T09:30Z,61,72,323,317
2023-05-20T10:00Z,58,71,274,272
2023-05-20T10:30Z,58,64,313,303
2023-05-20T11:00Z,56,64,293,292
2023-05-20T11:30Z,56,60,328,318
2023-05-20T12:00Z,55,62,288,303
2023-05-20T12:30Z,54,56,293,307
2023-05-20T13:00Z,54,59,278,275
2023-05-20T13:30Z,57,58,291,289
2023-05-20T14:00Z,58,61,334,330
2023-05-20T14:30Z,62,61,321,313
2023-05-20T15:00Z,75,64,299,302
2023-05-20T15:30Z,91,67,320,316
2023-05-20T16:00Z,105,73,318,319
2023-05-20T16:30Z,115,101,277,274
2023-05-20T17:00Z,122,109,321,328
2023-05-20T17:30Z,127,123,323,309
2023-05-20T18:00Z,134,127,296,297
2023-05-20T18:30Z,137,136,320,311
2023-05-20T19:00Z,141,143,296,291
2023-05-20T19:30Z,145,155,316,323
2023-05-20T20:00Z,147,158,303,317
2023-05-20T20:30Z,146,148,294,308
2023-05-20T21:00Z,138,150,279,281
2023-05-20T21:30Z,126,147,327,328
2023-05-20T22:00Z,120,138,287,296
2023-05-20T22:30Z,119,124,328,325
2023-05-20T23:00Z,115,126,267,273
2023-05-20T23:30Z,117,120,283,277
