time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-06-17T00:00Z,250,250,314,314
2023-06-17T00:30Z,253,248,330,322
2023-06-17T01:00Z,248,243,321,329
2023-06-17T01:30Z,244,243,291,278
2023-06-17T02:00Z,242,245,297,292
2023-06-17T02:30Z,249,237,292,304
2023-06-17T03:00Z,251,243,302,289
2023-06-17T03:30Z,249,245,294,298
2023-06-17T04:00Z,247,246,294,286
2023-06-17T04:30Z,234,243,280,285
2023-06-17T05:00Z,231,252,288,276
2023-06-17T05:30Z,222,240,294,287
2023-06-17T06:00Z,218,236,284,293
2023-06-17T06:30Z,209,229,307,307
2023-06-17T07:00Z,204,220,285,285
2023-06-17T07:30Z,193,213,307,322
2023-06-17T08:00Z,186,207,269,280
2023-06-17T08:30Z,178,193,285,290
2023-06-17T09:00Z,173,187,304,305
2023-06-17T09:30Z,165,177,287,289
2023-06-17T10:00Z,159,173,319,316
2023-06-17T10:30Z,156,164,300,300
2023-06-17T11:00Z,153,160,295,301
2023-06-17T11:30Z,148,149,303,300
2023-06-17T12:00Z,143,151,279,289
2023-06-17T12:30Z,138,140,284,271
2023-06-17T13:00Z,134,138,334,327
2023-06-17T13:30Z,138,133,293,300
2023-06-17T14:00Z,143,135,322,328
2023-06-17T14:30Z,164,141,292,283
2023-06-17T15:00Z,169,146,291,291
2023-06-17T15:30Z,184,184,278,273
2023-06-17T16:00Z,193,180,293,300
2023-06-17T16:30Z,197,194,333,323
2023-06-17T17:00Z,206,198,304,309
2023-06-17T17:30Z,216,204,303,298
2023-06-17T18:00Z,224,207,316,302
2023-06-17T18:30Z,226,211,323,321
2023-06-17T19:00Z,230,216,304,296
2023-06-17T19:30Z,234,217,330,323
2023-06-17T20:00Z,233,219,319,314
2023-06-17T20:30Z,230,218,301,316
2023-06-17T21:00Z,225,218,291,292
2023-06-17T21:30Z,234,208,307,294
2023-06-17T22:00Z,224,197,312,304
2023-06-17T22:30Z,217,180,289,282
2023-06-17T23:00Z,213,177,305,303
2023-06-17T23:30Z,207,178,280,274
