time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-22T00:00Z,169,159,443,465
2023-04-22T00:30Z,161,168,469,491
2023-04-22T01:00Z,161,170,534,519
2023-04-22T01:30Z,161,163,536,536
2023-04-22T02:00Z,161,165,464,459
2023-04-22T02:30Z,165,159,460,460
2023-04-22T03:00Z,166,168,520,525
2023-04-22T03:30Z,162,168,519,509
2023-04-22T04:00Z,156,168,467,488
2023-04-22T04:30Z,153,165,547,546
2023-04-22T05:00Z,161,163,486,481
2023-04-22T05:30Z,162,186,453,464
2023-04-22T06:00Z,162,154,468,478
2023-04-22T06:30Z,163,168,458,458
2023-04-22T07:00Z,160,154,490,505
2023-04-22T07:30Z,156,162,525,510
2023-04-22T08:00Z,151,157,512,511
2023-04-22T08:30Z,145,158,522,528
2023-04-22T09:00Z,140,152,525,519
2023-04-22T09:30Z,135,144,552,535
2023-04-22T10:00Z,130,141,525,516
2023-04-22T10:30Z,125,137,459,480
2023-04-22T11:00Z,127,132,511,502
2023-04-22T11:30Z,125,122,512,501
2023-04-22T12:00Z,129,123,543,525
2023-04-22T12:30Z,133,127,458,480
2023-04-22T13:00Z,136,132,436,455
2023-04-22T13:30Z,144,136,536,540
2023-04-22T14:00Z,147,148,542,545
2023-04-22T14:30Z,158,152,504,499
2023-04-22T15:00Z,166,161,452,461
2023-04-22T15:30Z,169,163,512,500
2023-04-22T16:00Z,176,173,521,509
2023-04-22T16:30Z,177,174,483,503
2023-04-22T17:00Z,182,181,559,548
2023-04-22T17:30Z,188,183,560,549
2023-04-22T18:00Z,191,187,524,543
2023-04-22T18:30Z,192,196,483,463
2023-04-22T19:00Z,194,198,537,536
2023-04-22T19:30Z,200,195,521,507
2023-04-22T20:00Z,196,196,497,487
2023-04-22T20:30Z,192,200,500,518
2023-04-22T21:00Z,182,209,506,526
2023-04-22T21:30Z,144,184,560,545
2023-04-22T22:00Z,128,180,514,527
2023-04-22T22:30Z,118,148,469,452
2023-04-22T23:00Z,112,143,469,457
2023-04-22T23:30Z,108,133,453,476
