time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-08-12T00:00Z,145,144,455,474
2023-08-12T00:30Z,129,133,531,548
2023-08-12T01:00Z,123,124,452,467
2023-08-12T01:30Z,122,118,549,539
2023-08-12T02:00Z,118,108,469,459
2023-08-12T02:30Z,125,104,532,521
2023-08-12T03:00Z,117,106,501,514
2023-08-12T03:30Z,121,110,527,539
2023-08-12T04:00Z,121,100,482,495
2023-08-12T04:30Z,112,106,455,477
2023-08-12T05:00Z,110,103,478,475
2023-08-12T05:30Z,100,99,472,457
2023-08-12T06:00Z,97,96,459,476
2023-08-12T06:30Z,100,92,454,461
2023-08-12T07:00Z,115,86,446,450
2023-08-12T07:30Z,102,91,478,489
2023-08-12T08:00Z,86,86,531,523
2023-08-12T08:30Z,82,88,552,547
2023-08-12T09:00Z,75,78,521,538
2023-08-12T09:30Z,80,79,475,499
2023-08-12T10:00Z,73,69,471,488
2023-08-12T10:30Z,68,74,494,505
2023-08-12T11:00Z,66,64,440,460
2023-08-12T11:30Z,62,65,515,498
2023-08-12T12:00Z,62,63,525,536
2023-08-12T12:30Z,64,60,509,515
2023-08-12T13:00Z,63,58,518,519
2023-08-12T13:30Z,70,63,473,466
2023-08-12T14:00Z,72,57,438,457
2023-08-12T14:30Z,66,63,537,535
2023-08-12T15:00Z,73,63,463,479
2023-08-12T15:30Z,74,60,500,482
2023-08-12T16:00Z,78,66,537,545
2023-08-12T16:30Z,97,70,454,457
2023-08-12T17:00Z,109,75,455,467
2023-08-12T17:30Z,111,88,486,488
2023-08-12T18:00Z,112,98,508,523
2023-08-12T18:30Z,119,98,493,505
2023-08-12T19:00Z,121,103,516,540
2023-08-12T19:30Z,122,104,470,459
2023-08-12T20:00Z,117,105,517,509
2023-08-12T20:30Z,117,105,489,511
2023-08-12T21:00Z,110,102,490,498
2023-08-12T21:30Z,93,100,454,453
2023-08-12T22:00Z,89,101,569,544
2023-08-12T22:30Z,91,85,470,466
2023-08-12T23:00Z,87,81,541,539
2023-08-12T23:30Z,88,81,481,466
