time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-12-02T00:00Z,299,296,544,523
2023-12-02T00:30Z,299,300,526,509
2023-12-02T01:00Z,298,298,474,467
2023-12-02T01:30Z,298,298,469,487
2023-12-02T02:00Z,298,295,493,515
2023-12-02T02:30Z,299,302,454,454
2023-12-02T03:00Z,300,296,550,538
2023-12-02T03:30Z,304,298,457,476
2023-12-02T04:00Z,300,299,490,503
2023-12-02T04:30Z,306,306,442,455
2023-12-02T05:00Z,306,302,575,549
2023-12-02T05:30Z,309,310,505,516
2023-12-02T06:00Z,307,309,513,515
2023-12-02T06:30Z,302,312,433,452
2023-12-02T07:00Z,299,308,502,519
2023-12-02T07:30Z,292,305,469,492
2023-12-02T08:00Z,294,278,477,488
2023-12-02T08:30Z,282,294,520,505
2023-12-02T09:00Z,277,298,487,497
2023-12-02T09:30Z,273,286,476,465
2023-12-02T10:00Z,272,283,498,520
2023-12-02T10:30Z,271,278,526,513
2023-12-02T11:00Z,271,277,458,480
2023-12-02T11:30Z,271,277,534,516
2023-12-02T12:00Z,270,273,524,516
2023-12-02T12:30Z,266,276,461,477
2023-12-02T13:00Z,267,278,503,511
2023-12-02T13:30Z,268,274,461,464
2023-12-02T14:00Z,272,276,539,533
2023-12-02T14:30Z,272,277,477,460
2023-12-02T15:00Z,276,275,500,522
2023-12-02T15:30Z,272,282,476,462
2023-12-02T16:00Z,271,284,446,461
2023-12-02T16:30Z,266,280,456,461
2023-12-02T17:00Z,266,277,491,470
2023-12-02T17:30Z,266,272,459,470
2023-12-02T18:00Z,265,271,470,476
2023-12-02T18:30Z,268,274,519,502
2023-12-02T19:00Z,270,277,484,470
2023-12-02T19:30Z,273,279,527,520
2023-12-02T20:00Z,271,281,494,480
2023-12-02T20:30Z,279,278,436,454
2023-12-02T21:00Z,272,273,509,500
2023-12-02T21:30Z,260,274,450,471
2023-12-02T22:00Z,254,274,567,543
2023-12-02T22:30Z,227,256,466,483
2023-12-02T23:00Z,220,256,446,450
2023-12-02T23:30Z,219,249,521,517
