time,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-01-28T00:00Z,242,247,528,529
2023-01-28T00:30Z,243,246,455,457
2023-01-28T01:00Z,243,249,545,549
2023-01-28T01:30Z,242,246,507,498
2023-01-28T02:00Z,240,246,481,490
2023-01-28T02:30Z,242,246,490,501
2023-01-28T03:00Z,241,248,558,542
2023-01-28T03:30Z,240,247,499,519
2023-01-28T04:00Z,242,250,521,504
2023-01-28T04:30Z,238,248,536,529
2023-01-28T05:00Z,241,252,494,486
2023-01-28T05:30Z,245,254,521,540
2023-01-28T06:00Z,250,258,528,504
2023-01-28T06:30Z,256,254,500,514
2023-01-28T07:00Z,269,261,443,458
2023-01-28T07:30Z,270,266,509,527
2023-01-28T08:00Z,270,269,519,516
2023-01-28T08:30Z,273,269,508,486
2023-01-28T09:00Z,262,267,501,515
2023-01-28T09:30Z,262,271,449,454
2023-01-28T10:00Z,255,265,530,548
2023-01-28T10:30Z,254,264,525,518
2023-01-28T11:00Z,255,257,486,490
2023-01-28T11:30Z,256,252,500,525
2023-01-28T12:00Z,256,260,553,547
2023-01-28T12:30Z,254,262,478,493
2023-01-28T13:00Z,255,263,455,451
2023-01-28T13:30Z,255,261,470,476
2023-01-28T14:00Z,263,258,511,501
2023-01-28T14:30Z,266,256,487,502
2023-01-28T15:00Z,268,263,520,508
2023-01-28T15:30Z,270,272,523,508
2023-01-28T16:00Z,266,271,473,495
2023-01-28T16:30Z,259,271,469,489
2023-01-28T17:00Z,251,274,546,527
2023-01-28T17:30Z,250,264,493,509
2023-01-28T18:00Z,252,257,491,500
2023-01-28T18:30Z,252,254,481,484
2023-01-28T19:00Z,262,256,441,452
2023-01-28T19:30Z,256,254,476,460
2023-01-28T20:00Z,265,264,493,492
2023-01-28T20:30Z,259,256,553,546
2023-01-28T21:00Z,256,255,466,462
2023-01-28T21:30Z,242,246,550,544
2023-01-28T22:00Z,223,250,468,464
2023-01-28T22:30Z,210,236,473,481
2023-01-28T23:00Z,176,219,513,496
2023-01-28T23:30Z,164,203,476,471
